Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC max,metrics/valid/AUC_ROC max epoch,metrics/valid/MRR,metrics/valid/MRR max,metrics/valid/MRR max epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 max,metrics/valid/Hits_50 max epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC max,metrics/test/AUC_ROC max epoch,metrics/test/MRR,metrics/test/MRR max,metrics/test/MRR max epoch,metrics/test/Hits_50,metrics/test/Hits_50 max,metrics/test/Hits_50 max epoch
SBM-0.2-0.06,line,sg,10,0.1,1.0,151,,310.8489990234375,310.8489990234375,621.697998046875,2997004288.0,13862400.0,0.5043452382087708,0.5043,10,0.005770811811089516,0.0060,1,0.0,0.0000,1,0.5022372603416443,0.5022,10,0.005930760875344276,0.0060,1,0.0,0.0000,1
SBM-0.2-0.06,line,sg_aug,10,0.1,0.1,146,,276.3102111816406,0.0,276.3102111816406,307022.1875,13728256.0,0.4938253164291382,0.4945,1,0.006942862644791603,0.0071,8,0.0,0.0000,1,0.5001607537269592,0.5004,5,0.007046873215585947,0.0071,9,8.303302456624806e-05,0.0001,4
SBM-0.2-0.06,line,sg_aug,1000000000,0.1,0.1,141,,-0.0,0.0,0.0,9299603456.0,13728256.0,0.49482840299606323,0.4984,2,0.0055379257537424564,0.0055,9,0.0,0.0000,1,0.5028694868087769,0.5029,10,0.005564612336456776,0.0057,1,1.6606605640845373e-05,0.0000,5
SBM-0.2-0.08,line,sg,-1,0.1,1.0,158,,241.7714385986328,269.4024353027344,511.17388916015625,103628544.0,14132736.0,0.5089380741119385,0.5089,10,0.005898267030715942,0.0059,10,0.0,0.0000,1,0.5115609169006348,0.5116,10,0.005686137825250626,0.0058,1,3.3213211281690747e-05,0.0000,9
SBM-0.2-0.08,line,sg,10,0.1,1.0,156,,310.8489990234375,310.8489990234375,621.697998046875,2997004288.0,13862400.0,0.5031858086585999,0.5032,10,0.005770811811089516,0.0060,1,0.0,0.0000,1,0.5039490461349487,0.5039,10,0.005930760875344276,0.0060,1,0.0,0.0000,1
SBM-0.2-0.08,line,sg_aug,10,0.1,0.1,141,,276.3102111816406,0.0,276.3102111816406,307022.1875,13728256.0,0.49354931712150574,0.4940,4,0.006942862644791603,0.0071,8,0.0,0.0000,1,0.49987733364105225,0.5000,7,0.007046873215585947,0.0071,9,8.303302456624806e-05,0.0001,4
SBM-0.2-0.08,line,sg_aug,1000000000,0.1,0.1,142,,-0.0,0.0,0.0,9299603456.0,13728256.0,0.4941737949848175,0.4980,2,0.0055379257537424564,0.0055,9,0.0,0.0000,1,0.5018283724784851,0.5019,4,0.005564612336456776,0.0057,1,1.6606605640845373e-05,0.0000,5
SBM-0.2-0.1,line,sg,-1,0.1,1.0,151,,241.7714385986328,269.4024353027344,511.17388916015625,103628544.0,14132736.0,0.5137495398521423,0.5137,10,0.005898267030715942,0.0059,10,0.0,0.0000,1,0.5113560557365417,0.5114,10,0.005686137825250626,0.0058,1,3.3213211281690747e-05,0.0000,9
SBM-0.2-0.1,line,sg,10,0.1,1.0,153,,310.8489990234375,310.8489990234375,621.697998046875,2997004288.0,13862400.0,0.5064834356307983,0.5065,10,0.005770811811089516,0.0060,1,0.0,0.0000,1,0.504328191280365,0.5043,10,0.005930760875344276,0.0060,1,0.0,0.0000,1
SBM-0.2-0.1,line,sg_aug,10,0.1,0.1,145,,276.3102111816406,0.0,276.3102111816406,307022.1875,13728256.0,0.4942460060119629,0.4945,7,0.006942862644791603,0.0071,8,0.0,0.0000,1,0.4990440011024475,0.4992,7,0.007046873215585947,0.0071,9,8.303302456624806e-05,0.0001,4
