Graph,Model,Loss Function,n_negative,Learning Rate,lambda,Duration,Steps,Loss/positive_loss,Loss/negative_loss,Loss/total_loss,Loss/dimension_regularization,GPU_usage/memory__bytes_,metrics/valid/AUC_ROC,metrics/valid/AUC_ROC epoch,metrics/valid/MRR,metrics/valid/MRR epoch,metrics/valid/Hits_50,metrics/valid/Hits_50 epoch,metrics/test/AUC_ROC,metrics/test/AUC_ROC epoch,metrics/test/MRR,metrics/test/MRR epoch,metrics/test/Hits_50,metrics/test/Hits_50 epoch
PubMed,n2v,sg_aug,1000000000,0.1,0.01,32,4,2.040346145629883,0.0,2.040346145629883,8672903168.0,2119502336.0,0.7389,1,0.0940,1,0.0454,1,0.7380,1,0.0931,1,0.0426,1
PubMed,n2v,sg_aug,1000000000,0.1,0.1,32,4,2.040346145629883,0.0,2.040346145629883,8672903168.0,2119502336.0,0.7409,1,0.0940,1,0.0454,1,0.7371,1,0.0931,1,0.0426,1
PubMed,n2v,sg_aug,1000000000,0.1,1.0,32,4,2.040346145629883,0.0,2.040346145629883,8672903168.0,2119502336.0,0.7358,1,0.0940,1,0.0454,1,0.7358,1,0.0931,1,0.0426,1
ogbl-collab,line,sg,10,0.1,1.0,762,3,103.6163330078125,207.48165893554688,311.0979919433594,1527768192.0,634853376.0,0.6441,3,0.1156,3,0.1247,3,0.6121,3,0.0902,3,0.0952,3
ogbl-collab,line,sg_aug,10,0.1,0.01,649,3,9.603121757507324,0.0,9.603121757507324,8329705984.0,634818048.0,0.5067,3,0.0077,1,0.0007,1,0.5085,3,0.0074,3,0.0004,1
ogbl-collab,line,sg_aug,10,0.1,0.1,648,3,9.986824035644531,0.0,9.986824035644531,1550294400.0,634818048.0,0.5010,3,0.0077,1,0.0007,1,0.5037,3,0.0074,3,0.0004,2
ogbl-collab,line,sg_aug,10,0.1,1.0,648,3,10.608673095703125,0.0,10.608673095703125,56032120832.0,634818048.0,0.5007,3,0.0077,1,0.0007,3,0.5029,3,0.0073,3,0.0005,3
ogbl-collab,line,sg_aug,100,0.1,0.01,605,3,-0.0,0.0,0.0,1665479606272.0,634818048.0,0.5065,2,0.0098,1,0.0032,1,0.5029,3,0.0086,1,0.0018,1
ogbl-collab,line,sg_aug,100,0.1,0.1,605,3,-0.0,0.0,0.0,1665473839104.0,634818048.0,0.5024,2,0.0097,1,0.0027,1,0.4994,3,0.0085,3,0.0016,1
ogbl-collab,line,sg_aug,100,0.1,1.0,603,3,-0.0,0.0,0.0,1665481834496.0,634818048.0,0.5017,2,0.0097,1,0.0027,1,0.4989,3,0.0085,3,0.0016,1
ogbl-collab,line,sg_aug,1000,0.1,0.01,603,3,-0.0,0.0,0.0,11365371609088.0,634818048.0,0.5665,1,0.0380,3,0.0309,1,0.5695,3,0.0376,1,0.0300,1
ogbl-collab,line,sg_aug,1000,0.1,0.1,599,3,-0.0,0.0,0.0,11365372657664.0,634818048.0,0.5486,1,0.0370,3,0.0301,1,0.5505,1,0.0365,2,0.0292,1
ogbl-collab,line,sg_aug,1000,0.1,1.0,599,3,-0.0,0.0,0.0,11365371609088.0,634818048.0,0.5468,1,0.0367,3,0.0301,1,0.5489,1,0.0364,2,0.0291,1
ogbl-collab,line,sg_aug,1000000000,0.1,0.01,600,3,34.53877639770508,0.0,34.53877639770508,15000176640.0,634818048.0,0.7213,3,0.2141,3,0.2201,3,0.6736,3,0.1687,3,0.1748,3
ogbl-collab,line,sg_aug,1000000000,0.1,0.1,602,3,34.53877639770508,0.0,34.53877639770508,15000175616.0,634818048.0,0.7213,3,0.2141,3,0.2201,3,0.6736,3,0.1687,3,0.1748,3
ogbl-collab,line,sg_aug,1000000000,0.1,1.0,601,3,34.53877639770508,0.0,34.53877639770508,15000175616.0,634818048.0,0.7213,3,0.2141,3,0.2201,3,0.6736,3,0.1687,3,0.1748,3
ogbl-collab,n2v,sg,10,0.1,1.0,160,3,209470.3125,1160259.125,1369729.5,1094113792.0,13246984192.0,0.9357,1,0.4457,1,0.2089,1,0.9146,1,0.3708,1,0.1660,1
ogbl-collab,n2v,sg_aug,10,0.1,0.01,146,3,234934.953125,0.0,234934.953125,133037547520.0,8997793792.0,0.7940,3,0.1815,3,0.0364,3,0.7695,3,0.1521,3,0.0261,3
ogbl-collab,n2v,sg_aug,10,0.1,0.1,150,3,1157829.0,0.0,1157829.0,104481701888.0,8997793792.0,0.7051,3,0.0584,3,0.0070,3,0.6694,3,0.0413,3,0.0052,3
ogbl-collab,n2v,sg_aug,10,0.1,1.0,151,3,1777368.0,0.0,1777368.0,129336975360.0,8997793792.0,0.6703,3,0.0326,3,0.0050,1,0.6341,3,0.0235,3,0.0036,1
ogbl-collab,n2v,sg_aug,100,0.1,0.01,151,3,1010.5387573242188,0.0,1010.5387573242188,1506646032384.0,8997793792.0,0.8788,3,0.1888,2,0.0693,2,0.8606,3,0.1541,2,0.0510,2
ogbl-collab,n2v,sg_aug,100,0.1,0.1,156,3,1471.360595703125,0.0,1471.360595703125,1471580995584.0,8997793792.0,0.8628,3,0.1839,2,0.0636,2,0.8438,3,0.1507,2,0.0460,2
ogbl-collab,n2v,sg_aug,100,0.1,1.0,165,3,1511.74072265625,0.0,1511.74072265625,1470548279296.0,8997793792.0,0.8613,3,0.1836,2,0.0630,2,0.8423,3,0.1505,2,0.0455,2
ogbl-collab,n2v,sg_aug,1000,0.1,0.01,157,3,145.01467895507812,0.0,145.01467895507812,1560604966912.0,8997793792.0,0.8321,1,0.1671,1,0.0435,1,0.8097,1,0.1357,1,0.0316,1
ogbl-collab,n2v,sg_aug,1000,0.1,0.1,153,3,145.01467895507812,0.0,145.01467895507812,1560604966912.0,8997793792.0,0.8321,1,0.1671,1,0.0435,1,0.8097,1,0.1357,1,0.0316,1
ogbl-collab,n2v,sg_aug,1000,0.1,1.0,164,3,145.01467895507812,0.0,145.01467895507812,1560604966912.0,8997793792.0,0.8321,1,0.1671,1,0.0435,1,0.8097,1,0.1357,1,0.0316,1
ogbl-collab,n2v,sg_aug,1000000000,0.1,0.01,153,3,145.01467895507812,0.0,145.01467895507812,1560604966912.0,8997793792.0,0.8321,1,0.1671,1,0.0435,1,0.8097,1,0.1357,1,0.0316,1
ogbl-collab,n2v,sg_aug,1000000000,0.1,0.1,154,3,145.01467895507812,0.0,145.01467895507812,1560604966912.0,8997793792.0,0.8321,1,0.1671,1,0.0435,1,0.8097,1,0.1357,1,0.0316,1
ogbl-collab,n2v,sg_aug,1000000000,0.1,1.0,154,3,145.01467895507812,0.0,145.01467895507812,1560604966912.0,8997793792.0,0.8321,1,0.1671,1,0.0435,1,0.8097,1,0.1357,1,0.0316,1
